color,make,model,model_variant,cityPurple,Mercedes-Benz,S 500,S 500,Zuzwil
Gray,Mercedes-Benz,SLK 200,SLK 200,Zuzwil
Green,Mercedes-Benz,S 600,S 600,Zuzwil
Green,Porsche,911,911 Turbo S Cabrio SPEED ART 580PS,Zuzwil
Black,Renault,null,DAUPHINE GORDINI,Zuzwil
Black,Porsche,911,911 Carrera Cabrio,Zuzwil
Silver,BMW,750,750iL,Zuzwil
Silver,BMW,M5,M5,Zuzwil
Silver,Maserati,COUPÉ GT,Coupé GT,Zuzwil
White,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
Blue,Subaru,IMPREZA,Impreza 2.5T WRX,Zuzwil
Gray,VW,BEETLE,New Beetle Cup,Zuzwil
Black,Lamborghini,AVENTADOR,Aventador LP700-4 Rds,Zuzwil
Black,Porsche,CAYENNE,Cayenne Turbo,Zuzwil
Black,Porsche,911,911 Carrera Cabrio,Zuzwil
Black,Alpina,3 SERIES,B3 3.2 Coupé S.Tronic,Zuzwil
Gray,Ferrari,F355,F355 GTS,Zuzwil
Black,Mercedes-Benz,E 63 AMG,E 63 AMG,Zuzwil
Silver,Mercedes-Benz,S 65 AMG,S 65 AMG L,Zuzwil
Silver,Porsche,PANAMERA,Panamera 4S 4.8,Zuzwil
Blue,Mercedes-Benz,SL 320,SL 320,Zuzwil
Yellow,Mercedes-Benz,190,190 E 2.5-16 Evo II ABS,Zuzwil
Green,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Zuzwil
Black,Lamborghini,GALLARDO,Gallardo LP560-4 Coupé,Zuzwil
Black,BMW,X5,X5 4.4i,Zuzwil
Black,BMW,X5,X5 4.6is,Zuzwil
Silver,Mercedes-Benz,E 430,E 430 Avantgarde,Zuzwil
Silver,Datsun,280,ZX,Zuzwil
White,Bentley,CONTINENTAL,Continental FlyingSpur6.0,Zuzwil
White,AGM,null,WLR,Zuzwil
Gray,Ferrari,456,456M GTA,Zuzwil
Black,Porsche,911,911 GT3 RS,Sursee
Black,Mercedes-Benz,CL 600,CL 600,Zuzwil
Silver,Ferrari,575M,575M,Zuzwil
Purple,Chevrolet,CORVETTE,C2,Zuzwil
Gray,Aston Martin,Virage,Virage,Zuzwil
Gray,Audi,RS6,RS6 Avant quattro,Zuzwil
Gray,Mercedes-Benz,S 320,S 320 CDI,Zuzwil
Black,Porsche,911,911 GT3,Zuzwil
Blue,Porsche,911,911 Turbo,Zuzwil
Black,Jaguar,XK,XKR S/C Convertible,Zuzwil
Black,Smart,FORTWO,Fortwo passion,Zuzwil
Silver,Mercedes-Benz,SL 65 AMG,BLACK SERIES,Zuzwil
Silver,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
Blue,Audi,RS6,RS6 Avant 4.0 TFSI V8 qu,Zuzwil
White,Bentley,ARNAGE,Arnage Green Label,Zuzwil
Other,Audi,A6,A6 Avant 2.7 T q.Ambiente,Zuzwil
Gray,Renault,Alpine A110,1600 SX,Zuzwil
Gray,Porsche,PANAMERA,Panamera Turbo 4.8,Zuzwil
Red,Ferrari,F360,F360 Spider,Zuzwil
Silver,Renault,ALPINE,Alpine A310 V6,Zuzwil
Green,Fiat,Dino,2400 Coupé,Zuzwil
Black,Audi,S6,S6 Avant quattro 4.2,Zuzwil
Black,Maserati,QUATTROPORTE,Quattroporte 4.2,Zuzwil
Blue,Jaguar,XJ,XJ8 4.2 V8 Sovereign,Zuzwil
White,Mercedes-Benz,S 65 AMG,S 65 AMG L,Zuzwil
Orange,Porsche,911,GT3 CUP Rennwagen,Zuzwil
Red,Ferrari,F355,F355 Spider,Zuzwil
Black,Mercedes-Benz,SLK 200,SLK 200 Kompressor,Zuzwil
Black,Renault,ALPINE,Alpine A310 V6,Zuzwil
Silver,Porsche,PANAMERA,Panamera 4S 4.8,Zuzwil
Gray,Bugatti,EB,110 GT/SS,Zuzwil
Silver,Renault,CLIO,Clio 3.0 Sport V6,Zuzwil
Silver,Lamborghini,AVENTADOR,Aventador LP700-4 Rds,Sursee
Silver,Toyota,COROLLA,Corolla 1600 GTi TC16,Zuzwil
Silver,Porsche,911,911 Turbo,Zuzwil
Black,Mercedes-Benz,SL 600,SL 600,Zuzwil
Black,Ferrari,458,458 Italia 4.5 V8,Zuzwil
Black,Ferrari,612,612,Zuzwil
Silver,Volvo,S60,S60 2.4T,Zuzwil
Gray,Land Rover,RANGE ROVER,Range Rover 3.6 d HSE,Zuzwil
Black,Mercedes-Benz,SL 500,SL 500,Zuzwil
Black,Alpina,5 SERIES,B5 BiTurbo 4.4 V8,Zuzwil
Silver,Maserati,GRANSPORT,Coupé GranSport,Zuzwil
Silver,Audi,QUATTRO,quattro Turbo 20V,Zuzwil
Gray,Lotus,ELISE,Elise,Zuzwil
White,Jaguar,XK,XKR S/C,Zuzwil
Blue,Alpina,6 SERIES,B6 4.4 V8 Cabrio,Zuzwil
Black,BMW,X5,X5 4.6is,Zuzwil
Blue,Toyota,CELICA,2000GT,Zuzwil
Silver,Mercedes-Benz,CL 600,CL 600,Zuzwil
Silver,Ferrari,F355,F355 Berlinetta,Zuzwil
Silver,Mercedes-Benz,E 420,E 420 Avantgarde,Zuzwil
Blue,Renault,ALPINE,Alpine A310 V6,Zuzwil
Green,Alfa Romeo,ALFASUD,Alfasud 1.5 ti,Zuzwil
Black,Renault,Alpine A110,1600 S,Zuzwil
Black,Talbot,null,Sunbeam Lotus,Zuzwil
Red,Mercedes-Benz,SL 600,SL 600,Zuzwil
Blue,Mercedes-Benz,null,SL 250 Pagode,Zuzwil
Blue,Audi,RS4,RS4 Avant quattro,Zuzwil
Black,Mercedes-Benz,600-SERIES,611 DS,Zuzwil
Silver,Toyota,CELICA,1600 GT DOHC,Zuzwil
Gray,Porsche,CAYENNE,Cayenne Turbo,Zuzwil
Red,Opel,SPEEDSTER,Speedster 2.0 16V Turbo,Zuzwil
Black,Yes!,null,Roadster 3.2,Zuzwil
Black,Dodge,Ram,SRT-10,Zuzwil
Silver,BMW,2002,Turbo,Zuzwil
White,BMW,740,740i,Zuzwil
Blue,BMW,2002,Turbo,Zuzwil
Blue,Lamborghini,MURCIÉLAGO,Murciélago 6.2 Coupé,Zuzwil
Blue,Land Rover,RANGE ROVER SPORT,Range Rover Sport 4.2 V8 SC,Zuzwil
Black,Mercedes-Benz,SLK 55 AMG,SLK 55 AMG,Zuzwil
Black,Bentley,ARNAGE,Arnage T,Zuzwil
Black,Mercedes-Benz,SL 55 AMG,SL 55 AMG,Zuzwil
Silver,Mercedes-Benz,SL 500,SL 500,Zuzwil
Blue,Maserati,QUATTROPORTE,Quattroporte 4.2,Zuzwil
Gray,Bugatti,null,Veyron 16.4,Sursee
Black,Lamborghini,GALLARDO,Gallardo LP570-4 Coupé SL,Zuzwil
Black,Renault,Alpine A110,1600 SC,Zuzwil
Black,BMW,740,740i,Zuzwil
White,Mercedes-Benz,A 150,A 150 Classic,Zuzwil
Gray,Mercedes-Benz,CLK 430,CLK 430 Elégance,Zuzwil
Gray,Mercedes-Benz,SL 500,SL 500,Zuzwil
Red,Porsche,911,911 Turbo S Cabrio,Zuzwil
Black,Mercedes-Benz,E 63 AMG,E 63 AMG Avantgarde,Zuzwil
Silver,Ferrari,MONDIAL,Mondial 3.4 T,Zuzwil
Silver,Porsche,911,911 Carrera 4S,Zuzwil
White,Renault,ESPACE,Espace 2.0 T Privilège,Zuzwil
Black,VW,PHAETON,Phaeton 6.0 W12 4Motion,Zuzwil
Black,Mercedes-Benz,SL 600,SL 600,Zuzwil
Black,Renault,Alpine A110,1300,Zuzwil
Black,Rolls-Royce,Silver Spur,null,Zuzwil
Blue,Mercedes-Benz,SL 600,SL 600,Zuzwil
Gray,Renault,Alpine A110,1600S VC,Zuzwil
Green,Mercedes-Benz,S 500,S 500 L,Porrentruy
Green,Peugeot,406,406 Coupé 3.0 V6 Pack,Zuzwil
Green,Mercedes-Benz,SL 500,SL 500,Zuzwil
Black,Lotus,EUROPA,null,Zuzwil
Silver,Bentley,ARNAGE,Arnage Green Label,Zuzwil
White,Mazda,MX-5,MX-5 1.8i 16V Confort,Zuzwil
White,Mercedes-Benz,SL 55 AMG,SL 55 AMG,Zuzwil
Blue,BMW,530,530d Touring,Zuzwil
Gray,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
Green,BMW,Z4,Z4 2.5i Roadster,Zuzwil
Black,Mercedes-Benz,CLS 500,CLS 500,Zuzwil
Silver,Mercedes-Benz,S 500,S 500,Zuzwil
White,Jaguar,XJ 220,null,Zuzwil
Black,Nissan,SUNNY,2.0 16V GTI-R Rallye,Zuzwil
Blue,Lamborghini,MURCIÉLAGO,Murciélago LP640-4 Cpé,Zuzwil
Black,Alfa Romeo,166,166 3.0 V6 24V Super,Zuzwil
Black,Porsche,911,911 Carrera,Zuzwil
Silver,Mercedes-Benz,S 320,S 320,Zuzwil
Purple,Jaguar,null,D-Type XKD525,Zuzwil
Gray,Alpina,3 SERIES,B8,Zuzwil
Silver,BMW,2002,Turbo,Zuzwil
White,Bentley,CONTINENTAL,Continental GT 6.0,Zuzwil
Blue,Aston Martin,DB7,DB7,Zuzwil
Green,BMW,633,CSI A,Zuzwil
Black,Mercedes-Benz,CL 500,CL 500,Zuzwil
Silver,Ferrari,365,Daytona Plexiglas,Sursee
Brown,BMW,Z4,Z4 2.5i Roadster,Zuzwil
Black,Audi,RS6,RS6 Avant quattro,Zuzwil
Green,Mercedes-Benz,CL 55 AMG,CL 55 AMG,Zuzwil
Black,Jeep,Grand Cherokee,Grand Cherokee 5.2 Ltd.,Zuzwil
Black,Mercedes-Benz,SL 600,SL 600,Zuzwil
Blue,Jaguar,S-TYPE,S-Type 4.0 V8,Zuzwil
Silver,BMW,X5,X5 4.4i,Zuzwil
Gray,Toyota,CELICA,Celica 2800 i Supra,Zuzwil
Blue,Lamborghini,DIABLO,Diablo 5.7,Porrentruy
Black,Ferrari,575M,575M,Zuzwil
Gray,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
Red,Mercedes-Benz,SL 55 AMG,SL 55 AMG,Zuzwil
Black,BMW,760,760i L,Zuzwil
Black,Mercedes-Benz,CL 65 AMG,CL 65 AMG,Zuzwil
Silver,BMW,545,545i,Zuzwil
Silver,Bentley,ARNAGE,Arnage T,Basel
Blue,Porsche,911,911 Turbo,Zuzwil
Green,Ferrari,Dino,246 GTS,Sursee
Orange,Mercedes-Benz,null,SL 60,Zuzwil
Black,Mercedes-Benz,SL 600,SL 600,Zuzwil
Green,Saab,9-3,9-3 2.0i-16 T SE,Zuzwil
Red,Porsche,944,944 S2 Cabriolet ABS,Zuzwil
Black,BMW,135,135i,Zuzwil
Silver,Mercedes-Benz,S 65 AMG,S 65 L AMG 650PS,Zuzwil
Silver,BMW,M5,M5,Zuzwil
Other,Mercedes-Benz,S 500,S 500,Zuzwil
Gold,Chevrolet,CORVETTE,Corvette ZR1,Zuzwil
Gray,Porsche,911,911 Turbo,Zuzwil
Red,Audi,RS6,RS6 Avant quattro,Zuzwil
Red,Mercedes-Benz,SL 500,SL 500,Zuzwil
Black,Porsche,CAYENNE,Cayenne Turbo,Zuzwil
Silver,Lancia,DELTA,Delta HF Integrale Evo 4V,Zuzwil
Blue,Mercedes-Benz,SL 600,SL 600,Zuzwil
Gray,Audi,R8,R8 Coupé 4.2,Zuzwil
Gray,Mercedes-Benz,SL 500,SL 500,Zuzwil
Green,Audi,A8,A8 4.2 quattro,Zuzwil
Green,Ferrari,348,348 tb,Zuzwil
Beige,Mercedes-Benz,CLS 63 AMG,CLS 63 AMG,Zuzwil
Orange,Maserati,QUATTROPORTE,Quattroporte 4.2 Exec. GT,Zuzwil
Black,Mercedes-Benz,R 500,R 500 4Matic,Zuzwil
Silver,Porsche,911,911 Turbo II,Zuzwil
Blue,Chevrolet,CAMARO,null,Sursee
Blue,Lamborghini,GALLARDO,Gallardo LP570-4 Coupé SL,Zuzwil
Other,Bentley,null,T 2,Zuzwil
Black,Audi,RS6,RS6 Avant quattro,Zuzwil
Silver,Ferrari,F360,F360 Spider,Zuzwil
Blue,Audi,A6,A6 4.2 V8 quattro,Zuzwil
Red,Mercedes-Benz,E 63 AMG,E 63 AMG,Zuzwil
Blue,Ferrari,456,456M GT,Zuzwil
Black,Mercedes-Benz,CL 600,CL 600,Zuzwil
Black,BMW,320,320d Touring,Zuzwil
Gray,Renault,ALPINE,Alpine A310 V6,Zuzwil
Green,Lexus,GS,GS 450h,Zuzwil
Blue,Mercedes-Benz,SL 55 AMG,SL 55 AMG,Zuzwil
Red,Mercedes-Benz,SL 500,SL 500,Zuzwil
Black,Bentley,CONTINENTAL,Continental Supersports Conv.,Zuzwil
Black,BMW,M6,M6,Zuzwil
Gray,Mazda,RX-7,RX-7 2.6 Turbo II,Zuzwil
Red,Bentley,Mulsanne,Turbo,Zuzwil
Black,BMW,750,750iL,Zuzwil
Black,Mercedes-Benz,SL-CLASS,500 SL,Zuzwil
White,Chevrolet,CORVETTE,C1,Zuzwil
Gray,Land Rover,RANGE ROVER,Range Rover 4.4TD Vogue,Zuzwil
Gray,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
Blue,Porsche,911,911 Carrera 4 Cabrio TECHART,Zuzwil
Silver,Porsche,911,911 GT3,Zuzwil
Blue,Ferrari,575M,575M,Zuzwil
Yellow,Ferrari,F355,F355 Berlinetta,Zuzwil
Green,Audi,A6,A6 2.8 Ambiente,Zuzwil
Red,Audi,A8,A8 4.2 quattro,Zuzwil
Black,BMW,530,530i Touring,Zuzwil
Black,BMW,M5,M5,Zuzwil
Black,Renault,ALPINE,Alpine A310 V6,Zuzwil
White,MINI,MINI,1000,Safenwil
Gray,BMW,740,740i,Zuzwil
Black,Ferrari,F40 / F50,null,Sursee
Gray,Ford,MUSTANG,Shelby GT500,Zuzwil
White,Mercedes-Benz,CLS 63 AMG,CLS 63 AMG,Zuzwil
Blue,Lamborghini,GALLARDO,Gallardo LP550-2 Cpé V.B.,Zuzwil
Gray,Mercedes-Benz,E 500,E 500 Limited,Zuzwil
Black,Jeep,Grand Cherokee,Grand Cherokee 5.2 Ltd.,Zuzwil
Silver,Porsche,CAYENNE,Cayenne Turbo,Zuzwil
Blue,Porsche,911,911 Turbo Cabrio,Zuzwil
Green,Mercedes-Benz,ML 63 AMG,ML 63 AMG 4Matic,Zuzwil
Black,Mercedes-Benz,SL 500,SL 500,Zuzwil
Black,Bentley,CONTINENTAL,Continental GT Speed 6.0,Zuzwil
Black,Maserati,GRANTURISMO,GranTurismo,Zuzwil
Silver,Chevrolet,CORVETTE,Corvette ZR1,Zuzwil
Silver,Land Rover,RANGE ROVER,Range Rover 5.0 V8 SC,Zuzwil
Silver,PGO,null,Cevennes,Zuzwil
Yellow,Ferrari,TESTAR./512,Testarossa,Zuzwil
Red,Mercedes-Benz,E 50 AMG,E 50 AMG Avantgarde,Zuzwil
Black,Audi,RS6,RS6 Avant quattro,Zuzwil
Silver,Renault,ALPINE,1600 VF,Zuzwil
Black,Volvo,S40,S40 2.0 T,Zuzwil
Blue,Opel,SPEEDSTER,Speedster 2.2 16V,Zuzwil
Black,Fiat,SPIDER,CSA,Zuzwil
Blue,Mercedes-Benz,SL 600,SL 600,Zuzwil
Blue,Ferrari,458,458 Italia 4.5 V8 Speciale,Zuzwil
Other,Fiat,null,850 Spider,Zuzwil
Gray,Ferrari,575M,575M,Zuzwil
Gray,Mercedes-Benz,SL 350,SL 350,Zuzwil
Green,Mercedes-Benz,CL 600,CL 600,Zuzwil
Blue,Mercedes-Benz,CL 600,CL 600,Zuzwil
Black,Mercedes-Benz,SL 600,SL 600,Zuzwil
Silver,Nissan,200 SX,200 SX 1.8 16V Turbo,Zuzwil
Silver,BMW,328,328i Coupé,Zuzwil
Silver,BMW,M3,M3 CSL,Zuzwil
Gray,Chevrolet,CORVETTE,null,Zuzwil
Red,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
Blue,Alfa Romeo,GTV,GTV 6 2.5,Zuzwil
Silver,Ferrari,F360,F360 Spider,Zuzwil
Silver,Mercedes-Benz,CLK 320,CLK 320 Sport,Zuzwil
Silver,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
White,Renault,ALPINE,Alpine V6 Turbo,Zuzwil
Gray,BMW,535,535i Touring,Zuzwil
Gray,Audi,RS6,RS6 Avant quattro,Zuzwil
Green,Mercedes-Benz,null,E 60 Carlsson,Zuzwil
Blue,Porsche,PANAMERA,Panamera Turbo 4.8,Zuzwil
Blue,BMW,540,540i,Zuzwil
Green,Mercedes-Benz,ML 63 AMG,ML 63 AMG 4Matic,Zuzwil
Black,Mercedes-Benz,S 63 AMG,S 63 AMG L,Zuzwil
Black,Mercedes-Benz,SL 500,SL 500 Edition,Zuzwil
Black,Audi,RS4,RS4 Avant quattro,Zuzwil
Silver,Porsche,CARRERA GT,Carrera GT,Zuzwil
White,Mercedes-Benz,S 63 AMG,S 63 AMG L,Zuzwil
Blue,Alpina,7 SERIES,B7 Turbo Coupé,Zuzwil
Gray,Mercedes-Benz,S 500,S 500 L,Zuzwil
Gray,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Zuzwil
Gray,BMW,740,740i,Zuzwil
Green,Mercedes-Benz,CLS 55 AMG,CLS 55 AMG,Zuzwil
Red,Porsche,911,911 Turbo Cabrio,Zuzwil
Black,Renault,ALPINE,2700VA,Zuzwil
Black,Toyota,DYNA,Bergungsfahrzeug,Zuzwil
Silver,McLaren,12C,MP4-12C Coupé 3.8 V8,Zuzwil
Blue,Audi,RS6,RS6 Avant quattro,Zuzwil
White,Mercedes-Benz,SL 500,SL 500,Zuzwil
Blue,Renault,Alpine A110,A5 Motor,Zuzwil
Black,Audi,S8,S8 4.2 quattro,Zuzwil
Black,Porsche,911,911 Carrera,Zuzwil
Blue,Bentley,ARNAGE,Arnage Red Label,Zuzwil
Gray,Bentley,ARNAGE,Arnage R,Zuzwil
Black,Mercedes-Benz,SLK 55 AMG,SLK 55 AMG,Zuzwil
Black,Land Rover,RANGE ROVER SPORT,Range Rover Sport 5.0 V8 SC,Zuzwil
Silver,Mercedes-Benz,SL 500,SL 500,Zuzwil
Blue,Audi,RS4,RS4 Avant quattro,Zuzwil
White,Mercedes-Benz,SL 500,SL 500,Zuzwil
Blue,Ferrari,F360,F360 Modena Berlinetta,Porrentruy
Gray,Austin-Healey,null,100/Six BN6 Roadster,Safenwil
Black,Lamborghini,GALLARDO,Gallardo Superleggera,Zuzwil
Silver,Triumph,Dolomite,Sprint,Zuzwil
Silver,Renault,Alpine A110,1600S,Zuzwil
Blue,Mercedes-Benz,E 240,E 240 Avantgarde,Zuzwil
Green,Ferrari,575M,NOVITEC,Zuzwil
Silver,Audi,A6,A6 2.4,Zuzwil
White,Ferrari,575M,575M,Zuzwil
Blue,Renault,ALPINE,A310 1600 VG,Zuzwil
Yellow,Bentley,CONTINENTAL,Continental FlyingSpur6.0,Zuzwil
Gray,Ferrari,612,612,Zuzwil
Gray,Porsche,911,911 Carrera,Zuzwil
Green,Mercedes-Benz,SL 63 AMG,SL 63 AMG,Zuzwil
Red,BMW,740,740i,Zuzwil
Red,Mercedes-Benz,SL 65 AMG,BLACK SERIES,Zuzwil
Black,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
Black,Mercedes-Benz,G 55 AMG,G 55 AMG,Zuzwil
Silver,Mercedes-Benz,SL 65 AMG,SL 65 AMG,Zuzwil
White,Mercedes-Benz,ML 500,ML 500 4Matic,Zuzwil
Other,Audi,A8,A8 4.2 quattro,Zuzwil
Red,Mercedes-Benz,E 63 AMG,E 63 AMG CGI,Zuzwil
Black,Maserati,GRANTURISMO,GranTurismo S,Zuzwil
Black,Land Rover,RANGE ROVER,Range Rover 4.6 HSE,Zuzwil
Black,Mercedes-Benz,S 600,S 600 L,Zuzwil
White,Ferrari,458,458 Spider Italia 4.5 V8,Zuzwil
Green,Simca,null,Rallye2,Zuzwil
Black,VW,PHAETON,Phaeton 6.0 W12 4Motion,Zuzwil
Black,Porsche,911,911 Turbo,Zuzwil
Silver,Mercedes-Benz,CL 55 AMG,CL 55 AMG,Zuzwil
Silver,VW,GOLF,Golf 2.0 TFSI GTI,Zuzwil
Red,BMW,X5,X5 4.8is,Zuzwil
Black,Lamborghini,MURCIÉLAGO,Murciélago 6.2 Coupé,Zuzwil
Black,Audi,RS4,RS4 Avant quattro,Zuzwil
Silver,Mercedes-Benz,E 55 AMG,E 55 AMG Avantgarde,Zuzwil
White,Chevrolet,Silverado,2500HD 6.6l V8,Zuzwil
Blue,Audi,A8,A8  6.0 quattro,Zuzwil
Gray,Audi,RS6,RS6 Avant 5.0 V10 quattro MTM,Zuzwil
Blue,Maserati,COUPÉ GT,Coupé GT,Zuzwil
Gray,Mercedes-Benz,CLK 63 AMG,CLK 63 AMG Black Series,Zuzwil
Gray,Porsche,CAYENNE,Cayenne Turbo,Zuzwil
Black,Bentley,BROOKLANDS,Brooklands,Zuzwil
Black,Mercedes-Benz,E 240,E 240 Elégance,Zuzwil
Blue,Maserati,SPYDER GT,Spyder GT,Zuzwil
Blue,Audi,RS6,RS6 Avant 5.0 V10 quattro,Zuzwil
Blue,Renault,ALPINE,Alpine A310 V6,Zuzwil
Black,Audi,S3,S3 quattro,Zuzwil
Black,Audi,RS6,RS6 Avant 4.0 TFSI V8 qu,Zuzwil
Black,Porsche,911,911 GT2,Zuzwil
Silver,Audi,RS4,RS4 4.2 V8 quattro,Zuzwil
Silver,Alfa Romeo,8C,null,Porrentruy
Gray,Mercedes-Benz,SL 600,SL 600,Zuzwil
Gray,Mercedes-Benz,E 500,E 500 Avantgarde,Zuzwil
Black,Audi,RS6,RS6 Avant quattro,Zuzwil
Black,Porsche,911,911 GT3,Zuzwil
Gray,BMW,323,323i,Zuzwil
Black,Ferrari,F360,F360 Modena Berlinetta,Zuzwil
Blue,Lancia,DELTA,Integrale EVO,Zuzwil
Gray,Porsche,911,911 Carrera 4,Zuzwil
Red,Rolls-Royce,Silver Shadow,II,Zuzwil
Black,Mercedes-Benz,SL 500,SL 500,Zuzwil
Silver,Mercedes-Benz,190,190 E 2.5-16 ABS,Zuzwil
Blue,Mercedes-Benz,SLK 230,SLK 230 Kompressor,Zuzwil
Gray,Porsche,911,911 Carrera Targa,Zuzwil
Blue,Triumph,Spitfire,MK IV,Zuzwil
Black,BMW,M6,M6,Zuzwil
Silver,MG,null,M Roadster,Zuzwil
Purple,Lamborghini,DIABLO,Diablo 5.7 SV,Porrentruy
White,BMW,M5,M5,Zuzwil
Blue,BMW,M3,M3,Zuzwil
Yellow,Porsche,911,911 Turbo S Cabrio PDK,Zuzwil
Gray,Mercedes-Benz,S-CLASS,S 55 L AMG,Zuzwil
Black,VW,TOUAREG,Touareg R50 V10,Zuzwil
Black,Mercedes-Benz,null,CL 5.8 BRABUS,Zuzwil
Black,Mercedes-Benz,SL 500,SL 500,Zuzwil
Silver,Mercedes-Benz,SL 320,SL 320,Zuzwil
Gray,Ruf,null,RT 12,Zuzwil
Black,Daimler,V8,V8 4.0,Zuzwil
Black,Porsche,911,911 Turbo Cabrio,Zuzwil
Silver,Mercedes-Benz,SLR,McLaren,Zuzwil
Silver,Ferrari,612,612,Zuzwil
White,Porsche,CAYENNE,Cayenne S,Zuzwil
Blue,Mercedes-Benz,S 55 AMG,S 55 AMG,Zuzwil
Blue,Audi,RS6,RS6 Avant quattro,Zuzwil
Black,Mercedes-Benz,SL 500,SL 500,Zuzwil
Black,Porsche,911,GTR (GT3),Zuzwil
Silver,Porsche,911,911 Carrera 4,Zuzwil
